75;3.7.svg;3.7;Движение с прицепом запрещено;"Запрещаются движение грузовых автомобилей, колёсных тракторов и самоходных машин с прицепами, а также буксировка механических транспортных средств."
76;3.8.svg;3.8;Движение гужевых транспортных средств запрещено;"Запрещаются движение гужевых транспортных средств, животных под седлом или вьюком, а также прогон скота."
77;3.9.svg;3.9;Движение велосипедов запрещено;Запрещается движение велосипедов.
78;3.10.svg;3.10;Движение пешеходов запрещено;Запрещается движение пешеходов.
79;3.11.1.svg;3.11.1;Ограничение массы;"Запрещается движение транспортных средств, в том числе автопоездов, общая фактическая масса которых больше указанной на знаке."
80;3.11.2.svg;3.11.2;Ограничение массы;"Запрещается движение транспортных средств, в том числе автопоездов, общая фактическая масса которых больше указанной на знаке."
81;3.12.1.svg;3.12.1;Ограничение нагрузки на ось;"Запрещается движение транспортных средств, у которых фактическая нагрузка на любую ось больше указанной на знаке. Для двухосного транспортного средства на переднюю ось приходится 1/3 массы, на заднюю — 2/3. Если более 2 осей, то масса распределяется по ним равномерно."
82;3.12.2.svg;3.12.2;Ограничение нагрузки на ось;"Запрещается движение транспортных средств, у которых фактическая нагрузка на любую ось больше указанной на знаке. Для двухосного транспортного средства на переднюю ось приходится 1/3 массы, на заднюю — 2/3. Если более 2 осей, то масса распределяется по ним равномерно."
83;3.13.svg;3.13;Ограничение высоты;"Запрещается движение транспортных средств, габаритная высота которых (с грузом или без груза) больше указанной на знаке."
84;3.14.svg;3.14;Ограничение ширины;"Запрещается движение транспортных средств, габаритная ширина которых (с грузом или без груза) больше указанной на знаке."
85;3.15.1.svg;3.15.1;Ограничение длины;"Запрещается движение транспортных средств (автопоездов), габаритная длина которых (с грузом или без груза) больше указанной на знаке."
86;3.15.2.svg;3.15.2;Ограничение длины;"Запрещается движение транспортных средств (автопоездов), габаритная длина которых (с грузом или без груза) больше указанной на знаке."
87;3.16.svg;3.16;Ограничение минимальной дистанции;Запрещается движение транспортных средств с дистанцией между ними меньше указанной на знаке.
88;3.17.1.svg;3.17.1;Таможня;Запрещается проезд без остановки у таможни (контрольного пункта). Разрешение на дальнейшее движение даёт работник таможни (контрольного пункта).
89;3.17.2.svg;3.17.2;Опасность;"Запрещается движение всех без исключения транспортных средств в связи с дорожно-транспортным происшествием, аварией, стихийным бедствием или другой опасностью для движения."
90;3.18.1.svg;3.18.1;Поворот направо запрещен;Поворот направо запрещён.
91;3.18.2.svg;3.18.2;Поворот налево запрещен;"Поворот налево запрещён, разрешён разворот."
92;3.19.svg;3.19;Разворот запрещён;"Разворот запрещён, разрешён поворот налево."
93;3.20.1.svg;3.20.1;Обгон запрещен;"Запрещается обгон транспортных средств, кроме одиночных, движущихся со скоростью менее 30 км/ч."
94;3.20.2.svg;3.20.2;Обгон запрещен;
95;3.20.3.svg;3.20.3;Обгон запрещен;"Запрещается обгон транспортных средств, скорость движения которых больше указанной на знаке."
96;3.21.1.svg;3.21.1;Конец зоны запрещения обгона;Отменяет действие знаков 3.20.1—3.20.3.
97;3.21.2.svg;3.21.2;Конец зоны запрещения обгона;Отменяет действие знаков 3.20.1—3.20.3.
98;3.22.svg;3.22;Обгон грузовым автомобилям запрещен;"Грузовым автомобилям с технически допустимой общей массой более 3,5 тонны запрещается обгон транспортных средств, кроме одиночных, движущихся со скоростью менее 30 км/ч. Колёсным тракторам и самоходным машинам запрещается обгон транспортных средств, кроме одиночных велосипедов, гужевых транспортных средств."
99;3.23.svg;3.23;Конец зоны запрещения обгона грузовым автомобилям;Отменяет действие знака 3.22.
100;3.24.1.svg;3.24.1;Ограничение максимальной скорости;"Запрещается движение со скоростью (км/ч), превышающей указанную на знаке."
101;3.24.2.svg;3.24.2;Ограничение максимальной скорости;"Запрещается движение со скоростью (км/ч), превышающей указанную на знаке."
102;3.25.1.svg;3.25.1;Конец зоны ограничения максимальной скорости;"Отменяет действие знаков 3.24.1, 3.24.2."
103;3.25.2.svg;3.25.2;Конец зоны ограничения максимальной скорости;
104;3.26.svg;3.26;Подача звукового сигнала запрещена;"Запрещается пользоваться звуковым сигналом, кроме случая подачи его для предотвращения дорожно-транспортного происшествия."
105;3.27.svg;3.27;Остановка запрещена;Запрещаются остановка и стоянка транспортных средств.
106;3.28.svg;3.28;Стоянка запрещена;Запрещается стоянка всех транспортных средств.
107;3.29.svg;3.29;Стоянка запрещена по нечётным числам месяца;Запрещается стоянка по нечётным числам месяца.
108;3.30.svg;3.30;Стоянка запрещена по чётным числам месяца;запрещается стоянка по чётным числам месяца.При одновременном применении знаков 3.29 и 3.30 на противоположных сторонах дороги транспортные средства должны быть переставлены с одной её стороны на другую в период с 19 до 24 часов.
109;3.31.svg;3.31;Конец зоны всех ограничений;"Обозначение конца зоны действия следующих знаков: 3.16, 3.20.1—3.20.3, 3.22, 3.24.1, 3.24.2, 3.26—3.30."
110;3.32.svg;3.32;Движение транспортных средств с опасными грузами запрещено;"Запрещается движение транспортных средств, оборудованных опознавательными знаками «Опасный груз»."
111;4.1.1.svg;4.1.1;Движение прямо;Движение разрешено только прямо.
112;4.1.2.svg;4.1.2;Движение направо;Движение разрешено только направо.
113;4.1.3.svg;4.1.3;Движение налево;"Движение разрешено только налево или из крайней левой полосы движения на разворот, если разметка или другие дорожные знаки не предписывают иное."
114;4.1.4.svg;4.1.4;Движение прямо или направо;Движение разрешено только прямо или направо.
115;4.1.5.svg;4.1.5;Движение прямо или налево;"Движение разрешено только прямо, налево, а также разрешён разворот из крайней левой полосы движения, если разметка или другие дорожные знаки не предписывают иное."
116;4.1.6.svg;4.1.6;Движение направо или налево;"Движение разрешено только налево или направо, а также разрешён разворот из крайней левой полосы движения, если разметка или другие дорожные знаки не предписывают иное."
117;4.2.1.svg;4.2.1;Объезд препятствия справа;"Объезд островков безопасности и различного рода препятствий для дорожного движения, находящихся на проезжей части дороги, разрешается только со стороны, указанной стрелкой."
118;4.2.2.svg;4.2.2;Объезд препятствия слева;"Объезд островков безопасности и различного рода препятствий для дорожного движения, находящихся на проезжей части дороги, разрешается только со стороны, указанной стрелкой."
119;4.2.3.svg;4.2.3;Объезд препятствия справа или слева;"Объезд островков безопасности и различного рода препятствий для дорожного движения, находящихся на проезжей части дороги, разрешается с любой стороны."
120;4.3.svg;4.3;Круговое движение;"Разрешается объезд центрального островка на перекрёстке (площади) с круговым движением только в направлении, указанном стрелками."
121;4.4.svg;4.4;Движение легковых автомобилей;Разрешается движение только легковых автомобилей и мотоциклов.
122;4.5.1.svg;4.5.1;Велосипедная дорожка;"Разрешается движение только на велосипедах. Если при отсутствии тротуара или пешеходной дорожки по велосипедной дорожке разрешается движение пешеходов, вместо знака 4.5.1 устанавливается знак 4.5.3, при этом пешеходы не должны создавать препятствий для движения велосипедистов"
123;4.5.2.svg;4.5.2;Конец велосипедной дорожки;Конец зоны действия знака 4.5.1.
124;4.5.3.svg;4.5.3;Начало велосипедной дорожки с разрешённым движением пешеходов;Рекомендательный[9].
125;4.5.4.svg;4.5.4;Конец велосипедной дорожки с разрешённым движением пешеходов;Конец зоны действия знака 4.5.3. Рекомендательный[9].
126;4.6.1.svg;4.6.1;Пешеходная дорожка;"Разрешается движение только пешеходам. Если при отсутствии велосипедной дорожки по пешеходной дорожке разрешается движение на велосипедах, вместо знака 4.6.1 устанавливается знак 4.6.3, при этом велосипедисты не должны создавать препятствий для движения пешеходов."
127;4.6.2.svg;4.6.2;Конец пешеходной дорожки;Конец зоны действия знака 4.6.1.
128;4.6.3.svg;4.6.3;Начало пешеходной дорожки с разрешённым движением велосипедистов;Рекомендательный[9].
129;4.6.4.svg;4.6.4;Конец пешеходной дорожки с разрешённым движением велосипедистов;Конец зоны действия знака 4.6.3. Рекомендательный[9].
130;4.7.svg;4.7;Ограничение минимальной скорости;"Разрешается движение только с указанной или с большей скоростью (км/ч), но не более предусмотренной пунктами 88 и 89 Правил."
131;4.8.svg;4.8;Конец зоны ограничения минимальной скорости;Конец зоны действия знака 4.7.
132;4.9.1.svg;4.9.1;Направление движения транспортных средств с опасными грузами;Движение транспортных средств с опознавательными знаками «Опасный груз» разрешается только в направлении налево
133;4.9.2.svg;4.9.2;Направление движения транспортных средств с опасными грузами;Движение транспортных средств с опознавательными знаками «Опасный груз» разрешается только в направлении прямо
134;4.9.3.svg;4.9.3;Направление движения транспортных средств с опасными грузами;Движение транспортных средств с опознавательными знаками «Опасный груз» разрешается только в направлении направо
135;4.10.1.svg;4.10.1;Дорожка для всадников;Разрешается движение только всадникам.
136;4.10.2.svg;4.10.2;Конец дорожки для всадников;Конец зоны действия знака 4.10.1.
137;4.11.1.svg;4.11.1;Начало пешеходной и велосипедной дорожки;"Разрешается движение пешеходам и велосипедистам, при этом полосы движения для пешеходов и велосипедистов отделены друг от друга (барьером или разметкой). Сторона изображения указывает соответствующую полосу для движения. Рекомендательный[9]."
138;4.11.2.svg;4.11.2;Начало пешеходной и велосипедной дорожки;"Разрешается движение пешеходам и велосипедистам, при этом полосы движения для пешеходов и велосипедистов отделены друг от друга (барьером или разметкой). Сторона изображения указывает соответствующую полосу для движения. Рекомендательный[9]."
139;4.11.3.svg;4.11.3;Конец пешеходной и велосипедной дорожки;"Конец зоны действия знака 4.11.1, 4.11.2. Рекомендательный[9]."
140;4.11.4.svg;4.11.4;Конец пешеходной и велосипедной дорожки;"Конец зоны действия знака 4.11.1, 4.11.2. Рекомендательный[9]."
141;5.1.svg;5.1;Автомагистраль;"Знаки информируют о начале и конце дороги, на которой действуют специальные требования Правил, устанавливающие порядок дорожного движения на автомагистрали[18]."
142;5.2.svg;5.2;Конец автомагистрали;"Знаки информируют о начале и конце дороги, на которой действуют специальные требования Правил, устанавливающие порядок дорожного движения на автомагистрали[18]."
143;5.3.svg;5.3;Дорога для автомобилей;"Дорога, предназначенная для движения только автомобилей, автобусов и мотоциклов."
144;5.4.svg;5.4;Конец дороги для автомобилей;Отменяет действие знака 5.3
145;5.5.svg;5.5;Дорога с односторонним движением;"Дорога или конструктивно отделённая проезжая часть дороги, по которой движение транспортных средств по всей ширине осуществляется в одном направлении."
146;5.6.svg;5.6;Конец дороги с односторонним движением;Отменяет действие знака 5.5
147;5.7.1.svg;5.7.1;Выезд на дорогу с односторонним движением;"Выезд на дорогу или проезжую часть, по которой движение транспортных средств разрешено только в направлении, указанном на знаке."
148;5.7.2.svg;5.7.2;Выезд на дорогу с односторонним движением;"Выезд на дорогу или проезжую часть, по которой движение транспортных средств разрешено только в направлении, указанном на знаке."
149;5.8.1.svg;5.8.1;Направления движения по полосам;Количество полос движения на перекрестке и разрешённые направления движения по каждой из них.
150;5.8.2.svg;5.8.2;Направление движения по полосе;"Разрешённое направление (направления) движения по полосе.На знаках 5.8.1, 5.8.2 может быть отражена информация об ограничениях дорожного движения на перекрестке (нанесены изображения запрещающих или предписывающих знаков). Знаки 5.8.1, 5.8.2, разрешающие поворот налево с крайней левой полосы движения, разрешают и разворот с этой полосы. Конфигурация стрелок может быть изменена в соответствии с конфигурацией конкретного перекрестка.Действие знаков 5.8.1, 5.8.2, установленных перед перекрестком, распространяется на весь перекрёсток, если знаки 5.8.1, 5.8.2 или 4.1.1—4.1.6, установленные на перекрестке, не дают других указаний."
151;5.8.3.svg;5.8.3;Начало полосы;"Начало дополнительной полосы на подъёме или полосы торможения.Если на знаке, установленном перед дополнительной полосой движения, нанесено изображение знака 4.4 или 4.7, то водитель транспортного средства, которое не может продолжить движение по основной полосе с учётом требований указанных знаков, должен перестроиться на дополнительную полосу движения."
152;5.8.4.svg;5.8.4;Начало полосы;"Начало участка средней полосы трехполосной дороги, предназначенного для движения в данном направлении, или начало полосы торможения для поворота налево либо разворота.Если на знаке 5.8.4 изображён знак, запрещающий движение каким-либо транспортным средствам, то движение этих транспортных средств по соответствующей полосе запрещается."
153;5.8.5.svg;5.8.5;Конец полосы;Конец дополнительной полосы на подъёме или полосы разгона.
154;5.8.6.svg;5.8.6;Конец полосы;"Конец полосы, предназначенной для движения в данном направлении."
155;5.8.7.svg;5.8.7;Направление движения по полосам;"Если на знаке 5.8.7 нанесено изображение запрещающего или предписывающего знака, то указанные ограничения, условия или режимы движения вводятся на соответствующей полосе движения.Части знаков 5.8.7, 5.8.8, обозначающие количество полос для встречных направлений движения, могут быть выполнены в виде отдельных знаков, установленных на небольшом расстоянии один от другого."
156;5.8.8.svg;5.8.8;Направление движения по полосам;
157;5.9.1.svg;5.9.1;Полоса для маршрутных транспортных средств;"Полоса, предназначенная для движения только маршрутных транспортных средств, движущихся попутно общему потоку транспортных средств.Действие знака распространяется на полосу, над которой он расположен.Действие знака, установленного справа от дороги, распространяется на крайнюю правую полосу."
158;5.9.2.svg;5.9.2;Конец полосы для маршрутных транспортных средств;Конец зоны действия знака 5.9.1.
159;5.10.1.svg;5.10.1;Дорога с полосой для маршрутных транспортных средств;"Дорога, по которой движение маршрутных транспортных средств осуществляется по специально выделенной полосе навстречу потоку транспортных средств."
160;5.10.2.svg;5.10.2;Выезд на дорогу с полосой для маршрутных транспортных средств;"Выезд на дорогу, по которой движение маршрутных транспортных средств осуществляется по специально выделенной полосе навстречу потоку транспортных средств."
161;5.10.3.svg;5.10.3;Выезд на дорогу с полосой для маршрутных транспортных средств;"Выезд на дорогу, по которой движение маршрутных транспортных средств осуществляется по специально выделенной полосе навстречу потоку транспортных средств."
162;5.10.4.svg;5.10.4;Конец дороги с полосой для маршрутных транспортных средств;Отменяет действие знака 5.10.1.
163;5.11.1.svg;5.11.1;Место для разворота;"Обозначает разрыв в разделительной зоне, разделительной полосе или часть перекрёстка, где разрешён разворот."
164;5.11.2.svg;5.11.2;Зона для разворота;Начало зоны для разворота транспортных средств и её длина.
165;5.12.1.svg;5.12.1;Остановочный пункт автобуса и (или) троллейбуса;"Знак обозначает начало посадочной площадки остановочного пункта автобуса и (или) троллейбуса. Вне населённых пунктов знак может быть установлен на павильоне со стороны прибытия маршрутных транспортных средств.В нижней части знака может быть нанесено изображение таблички 7.2.1 с указанием расстояния, равного протяжённости посадочной площадки. Знак может иметь расписание по желанию издателя знака."
166;5.12.2.svg;5.12.2;Место остановки автобуса и (или) троллейбуса;"Знак устанавливается вместо знака 5.12.1. Это знак 5.12.1, где под белым квадратом изображены буквы «А» или «Т». Автобус — буквенный индекс «А». Троллейбус — «Т». Также на знаке написано расписание движения."
167;5.13.1.svg;5.13.1;Остановочный пункт трамвая;"Знак обозначает начало зоны остановочного пункта трамвая. В нижней части знака может быть нанесено изображение таблички 7.2.1 с указанием расстояния, равного протяжённости зоны остановочного пункта трамвая. По желанию издателя может быть расписание."
168;5.13.2.svg;5.13.2;Место остановки трамвая;Знак может устанавливаться в конце зоны остановочного пункта трамвая. Под знаком размещается табличка с информацией о маршрутах и режиме движения трамваев (расписание).
